card,card_order,ResourceID,identifier_content,identifier_type,name_givenname,alt_names,other_identifier_content,other_identifier_type,name_type,name_language,id,alternative_name_content,alternative_name_content_type,alternative_name_content_language
Actors,0,9d85d64a-350a-5f12-820a-9ad52ccb975c,https://n2t.net/ark:/15052/c23d31d0-b2cf-42aa-9c45-ebe55b840a82,Brabant Cloud ARK Identifier,Gummarus van Lier,"['Sint-Gommaar', 'Sint-Gummarus']",https://www.wikidata.org/entity/Q1834624,Wikidata,Primary,Nederlands,,,,
Alternate names,1,9d85d64a-350a-5f12-820a-9ad52ccb975c,,,,,,,,,https://n2t.net/ark:/15052/c23d31d0-b2cf-42aa-9c45-ebe55b840a82,Sint-Gommaar,Alternative,Nederlands
Alternate names,1,9d85d64a-350a-5f12-820a-9ad52ccb975c,,,,,,,,,https://n2t.net/ark:/15052/c23d31d0-b2cf-42aa-9c45-ebe55b840a82,Sint-Gummarus,Alternative,Nederlands
Actors,0,9eb9a193-8743-5080-9dbb-0b066b0d3c85,https://n2t.net/ark:/15052/c78fa704-a8c1-4b90-8f26-e6e6b53ac277,Brabant Cloud ARK Identifier,Gerrit Gerritse sr.,,http://www.wikidata.org/entity/Q22342989,Wikidata,Primary,Nederlands,,,,
Actors,0,9ede106b-346c-55fa-bf75-d3a881bbbe54,https://n2t.net/ark:/15052/319e8a15-3ca6-47af-ba05-bab4acb93f8c,Brabant Cloud ARK Identifier,J. de Vries-Paddenburg,,,,Primary,Nederlands,,,,
Actors,0,9f5bd232-b40c-5453-b40b-c363f0825170,https://n2t.net/ark:/15052/5e32600f-5121-44ef-b5f9-b227e5c41f19,Brabant Cloud ARK Identifier,Architectenbureau Bouman,,,,Primary,Nederlands,,,,
Actors,0,a09fea1c-de4a-55f5-8f85-3f305a815d92,https://n2t.net/ark:/15052/491fb0f1-d20e-46cc-8be8-a5b7ea008715,Brabant Cloud ARK Identifier,Andries Clement,A. Clement,,,Primary,Nederlands,,,,
Actors,0,a0da7410-e856-55f1-ab15-be54cb2aeb48,https://n2t.net/ark:/15052/f8f6f8a9-85ba-4a89-b36f-208dfa6e31b1,Brabant Cloud ARK Identifier,Johan van Stiphout,,,,Primary,Nederlands,,,,
Actors,0,a1d44cef-371b-5ed1-bb8f-42b0e0699b34,https://n2t.net/ark:/15052/3d018a27-a6cb-4b0f-866d-bd27c4c8f095,Brabant Cloud ARK Identifier,Frans Mol,"['F.H.M. Mol', 'Frans Henri Marie Mol']",https://www.wikidata.org/entity/Q62019034,Wikidata,Primary,Nederlands,,,,
Alternate names,1,a1d44cef-371b-5ed1-bb8f-42b0e0699b34,,,,,,,,,https://n2t.net/ark:/15052/3d018a27-a6cb-4b0f-866d-bd27c4c8f095,F.H.M. Mol,Alternative,Nederlands
Alternate names,1,a1d44cef-371b-5ed1-bb8f-42b0e0699b34,,,,,,,,,https://n2t.net/ark:/15052/3d018a27-a6cb-4b0f-866d-bd27c4c8f095,Frans Henri Marie Mol,Alternative,Nederlands
Actors,0,a23d6fdd-9fe8-5fd3-afe6-606805350e30,https://n2t.net/ark:/15052/c4aeb41f-5e4a-4fe4-91b7-05f9e295c56e,Brabant Cloud ARK Identifier,Jan Beks,"['Jan Becx', 'J. Becx', 'J. Beks', 'J. Beckx', 'Johannes Jozephus Cornelis Beks', 'Jan Beckx']",,,Primary,Nederlands,,,,
Alternate names,1,a23d6fdd-9fe8-5fd3-afe6-606805350e30,,,,,,,,,https://n2t.net/ark:/15052/c4aeb41f-5e4a-4fe4-91b7-05f9e295c56e,Jan Becx,Alternative,Nederlands
Alternate names,1,a23d6fdd-9fe8-5fd3-afe6-606805350e30,,,,,,,,,https://n2t.net/ark:/15052/c4aeb41f-5e4a-4fe4-91b7-05f9e295c56e,J. Becx,Alternative,Nederlands
Alternate names,1,a23d6fdd-9fe8-5fd3-afe6-606805350e30,,,,,,,,,https://n2t.net/ark:/15052/c4aeb41f-5e4a-4fe4-91b7-05f9e295c56e,J. Beks,Alternative,Nederlands
Alternate names,1,a23d6fdd-9fe8-5fd3-afe6-606805350e30,,,,,,,,,https://n2t.net/ark:/15052/c4aeb41f-5e4a-4fe4-91b7-05f9e295c56e,J. Beckx,Alternative,Nederlands
Alternate names,1,a23d6fdd-9fe8-5fd3-afe6-606805350e30,,,,,,,,,https://n2t.net/ark:/15052/c4aeb41f-5e4a-4fe4-91b7-05f9e295c56e,Johannes Jozephus Cornelis Beks,Alternative,Nederlands
Alternate names,1,a23d6fdd-9fe8-5fd3-afe6-606805350e30,,,,,,,,,https://n2t.net/ark:/15052/c4aeb41f-5e4a-4fe4-91b7-05f9e295c56e,Jan Beckx,Alternative,Nederlands
Actors,0,a348f73c-7110-5833-bffa-f92098d0f222,https://n2t.net/ark:/15052/0d913080-7047-44a8-949c-beb80288dc34,Brabant Cloud ARK Identifier,Verberk en Pontzen,,,,Primary,Nederlands,,,,
Actors,0,a3bb9e48-f151-5d23-9232-d75cf70e1304,https://n2t.net/ark:/15052/198aa80b-581e-4a73-8422-e87d29417ace,Brabant Cloud ARK Identifier,Franciscus Joannus Vervest,"['J. F. Vervest', 'F. Vervest', 'F. J. Vervest']",,,Primary,Nederlands,,,,
Alternate names,1,a3bb9e48-f151-5d23-9232-d75cf70e1304,,,,,,,,,https://n2t.net/ark:/15052/198aa80b-581e-4a73-8422-e87d29417ace,J. F. Vervest,Alternative,Nederlands
Alternate names,1,a3bb9e48-f151-5d23-9232-d75cf70e1304,,,,,,,,,https://n2t.net/ark:/15052/198aa80b-581e-4a73-8422-e87d29417ace,F. Vervest,Alternative,Nederlands
Alternate names,1,a3bb9e48-f151-5d23-9232-d75cf70e1304,,,,,,,,,https://n2t.net/ark:/15052/198aa80b-581e-4a73-8422-e87d29417ace,F. J. Vervest,Alternative,Nederlands
Actors,0,a3dc8b24-4de2-535c-a7a7-e927f913f31b,https://n2t.net/ark:/15052/5c76f816-d23a-4a01-89d6-0e1413654947,Brabant Cloud ARK Identifier,Jan de Jong,J. de Jong,https://www.wikidata.org/entity/Q2381676,Wikidata,Primary,Nederlands,,,,
Actors,0,a419d6e7-eba1-58be-a6b5-79d4fb4a9943,https://n2t.net/ark:/15052/55de85d6-b3fa-4081-a085-ac8d48307225,Brabant Cloud ARK Identifier,Philippus Donders,"['Phil Donders', 'Ph. Donders']",,,Primary,Nederlands,,,,
Alternate names,1,a419d6e7-eba1-58be-a6b5-79d4fb4a9943,,,,,,,,,https://n2t.net/ark:/15052/55de85d6-b3fa-4081-a085-ac8d48307225,Phil Donders,Alternative,Nederlands
Alternate names,1,a419d6e7-eba1-58be-a6b5-79d4fb4a9943,,,,,,,,,https://n2t.net/ark:/15052/55de85d6-b3fa-4081-a085-ac8d48307225,Ph. Donders,Alternative,Nederlands
Actors,0,a4459650-1cb6-505f-ae92-c8509bd4aa84,https://n2t.net/ark:/15052/d42d907c-4c31-4d3c-be84-e473dd401e41,Brabant Cloud ARK Identifier,Cornelis van Hoof,"['Cornelis Franciscus van Hoof', 'C.F. van Hoof', 'Cees van Hoof']",https://www.wikidata.org/entity/Q2674254,Wikidata,Primary,Nederlands,,,,
Alternate names,1,a4459650-1cb6-505f-ae92-c8509bd4aa84,,,,,,,,,https://n2t.net/ark:/15052/d42d907c-4c31-4d3c-be84-e473dd401e41,Cornelis Franciscus van Hoof,Alternative,Nederlands
Alternate names,1,a4459650-1cb6-505f-ae92-c8509bd4aa84,,,,,,,,,https://n2t.net/ark:/15052/d42d907c-4c31-4d3c-be84-e473dd401e41,C.F. van Hoof,Alternative,Nederlands
Alternate names,1,a4459650-1cb6-505f-ae92-c8509bd4aa84,,,,,,,,,https://n2t.net/ark:/15052/d42d907c-4c31-4d3c-be84-e473dd401e41,Cees van Hoof,Alternative,Nederlands
Actors,0,a4464280-9d53-58cf-bba8-ac5830abeaa7,https://n2t.net/ark:/15052/d16b17b6-efa2-4bed-8976-b66e81fdae23,Brabant Cloud ARK Identifier,J.W. van der Putten,,,,Primary,Nederlands,,,,
Actors,0,a54eb92e-ae30-5f24-a335-901915e2e7ee,https://n2t.net/ark:/15052/851695e3-01a9-4518-b502-d4d6187b096c,Brabant Cloud ARK Identifier,Hub. Theeuwes,,,,Primary,Nederlands,,,,
Actors,0,a5883a99-d4fb-541a-8a01-2f7511a20840,https://n2t.net/ark:/15052/6c4e60d8-4d69-4c57-ac56-e6c25a77f3f1,Brabant Cloud ARK Identifier,Liduina van Schiedam,"['Sint Ludwina', 'Sint-Ludwina', 'Liedewij van Schiedam', 'Lidwina van Schiedam', 'Sint Liduina', 'Sint-Lidwina', 'Liduina', 'Lidwina', 'Lidewij van Schiedam']",https://www.wikidata.org/entity/Q264499,Wikidata,Primary,Nederlands,,,,
Alternate names,1,a5883a99-d4fb-541a-8a01-2f7511a20840,,,,,,,,,https://n2t.net/ark:/15052/6c4e60d8-4d69-4c57-ac56-e6c25a77f3f1,Sint Ludwina,Alternative,Nederlands
Alternate names,1,a5883a99-d4fb-541a-8a01-2f7511a20840,,,,,,,,,https://n2t.net/ark:/15052/6c4e60d8-4d69-4c57-ac56-e6c25a77f3f1,Sint-Ludwina,Alternative,Nederlands
Alternate names,1,a5883a99-d4fb-541a-8a01-2f7511a20840,,,,,,,,,https://n2t.net/ark:/15052/6c4e60d8-4d69-4c57-ac56-e6c25a77f3f1,Liedewij van Schiedam,Alternative,Nederlands
Alternate names,1,a5883a99-d4fb-541a-8a01-2f7511a20840,,,,,,,,,https://n2t.net/ark:/15052/6c4e60d8-4d69-4c57-ac56-e6c25a77f3f1,Lidwina van Schiedam,Alternative,Nederlands
Alternate names,1,a5883a99-d4fb-541a-8a01-2f7511a20840,,,,,,,,,https://n2t.net/ark:/15052/6c4e60d8-4d69-4c57-ac56-e6c25a77f3f1,Sint Liduina,Alternative,Nederlands
Alternate names,1,a5883a99-d4fb-541a-8a01-2f7511a20840,,,,,,,,,https://n2t.net/ark:/15052/6c4e60d8-4d69-4c57-ac56-e6c25a77f3f1,Sint-Lidwina,Alternative,Nederlands
Alternate names,1,a5883a99-d4fb-541a-8a01-2f7511a20840,,,,,,,,,https://n2t.net/ark:/15052/6c4e60d8-4d69-4c57-ac56-e6c25a77f3f1,Liduina,Alternative,Nederlands
Alternate names,1,a5883a99-d4fb-541a-8a01-2f7511a20840,,,,,,,,,https://n2t.net/ark:/15052/6c4e60d8-4d69-4c57-ac56-e6c25a77f3f1,Lidwina,Alternative,Nederlands
Alternate names,1,a5883a99-d4fb-541a-8a01-2f7511a20840,,,,,,,,,https://n2t.net/ark:/15052/6c4e60d8-4d69-4c57-ac56-e6c25a77f3f1,Lidewij van Schiedam,Alternative,Nederlands
Actors,0,a5c0d3df-fb86-5685-961a-e191386a8a31,https://n2t.net/ark:/15052/97fccd19-f715-4899-a0ba-667d942283b6,Brabant Cloud ARK Identifier,Clara van Assisi,,https://www.wikidata.org/entity/Q191107,Wikidata,Primary,Nederlands,,,,
Actors,0,a7d91f73-1ee7-50ae-8572-322bd6ca7f24,https://n2t.net/ark:/15052/16e4ed3f-4026-4dea-aab7-6c1889aa5659,Brabant Cloud ARK Identifier,Alphonsus Rodriguez,,https://www.wikidata.org/entity/Q582213,Wikidata,Primary,Nederlands,,,,
Actors,0,ab922a63-3b53-5a70-b046-91d3207b3f22,https://n2t.net/ark:/15052/e48b7973-d7c1-4f91-94d7-a0021fad7d8a,Brabant Cloud ARK Identifier,Dominicus,"['Dominicus Guzmán', 'Dominicus van Osma', 'Dominicus de Guzmán']",http://www.wikidata.org/entity/Q44091,Wikidata,Primary,Nederlands,,,,
Alternate names,1,ab922a63-3b53-5a70-b046-91d3207b3f22,,,,,,,,,https://n2t.net/ark:/15052/e48b7973-d7c1-4f91-94d7-a0021fad7d8a,Dominicus Guzmán,Alternative,Nederlands
Alternate names,1,ab922a63-3b53-5a70-b046-91d3207b3f22,,,,,,,,,https://n2t.net/ark:/15052/e48b7973-d7c1-4f91-94d7-a0021fad7d8a,Dominicus van Osma,Alternative,Nederlands
Alternate names,1,ab922a63-3b53-5a70-b046-91d3207b3f22,,,,,,,,,https://n2t.net/ark:/15052/e48b7973-d7c1-4f91-94d7-a0021fad7d8a,Dominicus de Guzmán,Alternative,Nederlands
Actors,0,ac1c0b9b-f378-5a0a-b0fe-e06207a76c8f,https://n2t.net/ark:/15052/174259dd-9168-4757-859c-0a5981d6bbed,Brabant Cloud ARK Identifier,C. Vorstermans,,,,Primary,Nederlands,,,,
Actors,0,ac4e3a9c-8316-5a62-a61c-6a8454957597,https://n2t.net/ark:/15052/d6c4a5f9-344b-408c-867e-219a9c8565c1,Brabant Cloud ARK Identifier,Heilig Hart van Jezus,Heilig Hartverering,https://www.wikidata.org/entity/Q408284,Wikidata,Primary,Nederlands,,,,
Actors,0,ac7a7b80-6737-5da5-a4ed-d30d5fcfb7dc,https://n2t.net/ark:/15052/78b9ce42-9b17-41b9-ad17-e2c81b78dec2,Brabant Cloud ARK Identifier,Servaas van Maastricht,"['Servatius', 'Sint Servatius', 'Heilige Servatius', 'H. Servaas', 'Heilige Servaas', 'Servaes', 'Servatius van Maastricht', 'Sint-Servaas', 'Sint-Servaes', 'Sint-Servatius', 'St. Servaas', 'St. Servaes', 'St. Servatius', 'H. Servatius']",https://www.wikidata.org/entity/Q558261,Wikidata,Primary,Nederlands,,,,
Alternate names,1,ac7a7b80-6737-5da5-a4ed-d30d5fcfb7dc,,,,,,,,,https://n2t.net/ark:/15052/78b9ce42-9b17-41b9-ad17-e2c81b78dec2,Servatius,Alternative,Nederlands
Alternate names,1,ac7a7b80-6737-5da5-a4ed-d30d5fcfb7dc,,,,,,,,,https://n2t.net/ark:/15052/78b9ce42-9b17-41b9-ad17-e2c81b78dec2,Sint Servatius,Alternative,Nederlands
Alternate names,1,ac7a7b80-6737-5da5-a4ed-d30d5fcfb7dc,,,,,,,,,https://n2t.net/ark:/15052/78b9ce42-9b17-41b9-ad17-e2c81b78dec2,Heilige Servatius,Alternative,Nederlands
Alternate names,1,ac7a7b80-6737-5da5-a4ed-d30d5fcfb7dc,,,,,,,,,https://n2t.net/ark:/15052/78b9ce42-9b17-41b9-ad17-e2c81b78dec2,H. Servaas,Alternative,Nederlands
Alternate names,1,ac7a7b80-6737-5da5-a4ed-d30d5fcfb7dc,,,,,,,,,https://n2t.net/ark:/15052/78b9ce42-9b17-41b9-ad17-e2c81b78dec2,Heilige Servaas,Alternative,Nederlands
Alternate names,1,ac7a7b80-6737-5da5-a4ed-d30d5fcfb7dc,,,,,,,,,https://n2t.net/ark:/15052/78b9ce42-9b17-41b9-ad17-e2c81b78dec2,Servaes,Alternative,Nederlands
Alternate names,1,ac7a7b80-6737-5da5-a4ed-d30d5fcfb7dc,,,,,,,,,https://n2t.net/ark:/15052/78b9ce42-9b17-41b9-ad17-e2c81b78dec2,Servatius van Maastricht,Alternative,Nederlands
Alternate names,1,ac7a7b80-6737-5da5-a4ed-d30d5fcfb7dc,,,,,,,,,https://n2t.net/ark:/15052/78b9ce42-9b17-41b9-ad17-e2c81b78dec2,Sint-Servaas,Alternative,Nederlands
Alternate names,1,ac7a7b80-6737-5da5-a4ed-d30d5fcfb7dc,,,,,,,,,https://n2t.net/ark:/15052/78b9ce42-9b17-41b9-ad17-e2c81b78dec2,Sint-Servaes,Alternative,Nederlands
Alternate names,1,ac7a7b80-6737-5da5-a4ed-d30d5fcfb7dc,,,,,,,,,https://n2t.net/ark:/15052/78b9ce42-9b17-41b9-ad17-e2c81b78dec2,Sint-Servatius,Alternative,Nederlands
Alternate names,1,ac7a7b80-6737-5da5-a4ed-d30d5fcfb7dc,,,,,,,,,https://n2t.net/ark:/15052/78b9ce42-9b17-41b9-ad17-e2c81b78dec2,St. Servaas,Alternative,Nederlands
Alternate names,1,ac7a7b80-6737-5da5-a4ed-d30d5fcfb7dc,,,,,,,,,https://n2t.net/ark:/15052/78b9ce42-9b17-41b9-ad17-e2c81b78dec2,St. Servaes,Alternative,Nederlands
Alternate names,1,ac7a7b80-6737-5da5-a4ed-d30d5fcfb7dc,,,,,,,,,https://n2t.net/ark:/15052/78b9ce42-9b17-41b9-ad17-e2c81b78dec2,St. Servatius,Alternative,Nederlands
Alternate names,1,ac7a7b80-6737-5da5-a4ed-d30d5fcfb7dc,,,,,,,,,https://n2t.net/ark:/15052/78b9ce42-9b17-41b9-ad17-e2c81b78dec2,H. Servatius,Alternative,Nederlands
Actors,0,ac866eaf-c95d-5fe9-be80-e63e62e6b315,https://n2t.net/ark:/15052/f26bb005-752b-496a-beac-0e891639293b,Brabant Cloud ARK Identifier,W.P. Cuypers,,,,Primary,Nederlands,,,,
Actors,0,ad562877-279a-5fc2-8508-de1eca6b0cd0,https://n2t.net/ark:/15052/caa0ec46-939c-4144-95fc-83c4cc5a9d1b,Brabant Cloud ARK Identifier,Johannes de Deo,"['João de Deus', 'Sint Joannes de Deo', 'Sint-Joannes de Deo', 'St. Joannes de Deo']",https://www.wikidata.org/entity/Q320171,Wikidata,Primary,Nederlands,,,,
Alternate names,1,ad562877-279a-5fc2-8508-de1eca6b0cd0,,,,,,,,,https://n2t.net/ark:/15052/caa0ec46-939c-4144-95fc-83c4cc5a9d1b,João de Deus,Alternative,Nederlands
Alternate names,1,ad562877-279a-5fc2-8508-de1eca6b0cd0,,,,,,,,,https://n2t.net/ark:/15052/caa0ec46-939c-4144-95fc-83c4cc5a9d1b,Sint Joannes de Deo,Alternative,Nederlands
Alternate names,1,ad562877-279a-5fc2-8508-de1eca6b0cd0,,,,,,,,,https://n2t.net/ark:/15052/caa0ec46-939c-4144-95fc-83c4cc5a9d1b,Sint-Joannes de Deo,Alternative,Nederlands
Alternate names,1,ad562877-279a-5fc2-8508-de1eca6b0cd0,,,,,,,,,https://n2t.net/ark:/15052/caa0ec46-939c-4144-95fc-83c4cc5a9d1b,St. Joannes de Deo,Alternative,Nederlands
Actors,0,ad766dc6-5d18-5e4b-84af-f7830abfbf8b,https://n2t.net/ark:/15052/4f72489d-3d75-408a-b639-17926ad2bf00,Brabant Cloud ARK Identifier,G. Pothoven,,,,Primary,Nederlands,,,,
Actors,0,ae285b24-e373-5af1-98de-10a760e502e3,https://n2t.net/ark:/15052/b3797c05-1148-40c6-b950-21b6aa906e72,Brabant Cloud ARK Identifier,J.A. Waskowsky,,,,Primary,Nederlands,,,,
Actors,0,afc1e0d1-4b1b-5393-959a-09fca9519713,https://n2t.net/ark:/15052/c7cb8387-9dd2-4c5b-9ea8-80a8da974b20,Brabant Cloud ARK Identifier,Gebroeders van Gool,"['J. van Gool', 'A. van Gool']",,,Primary,Nederlands,,,,
Alternate names,1,afc1e0d1-4b1b-5393-959a-09fca9519713,,,,,,,,,https://n2t.net/ark:/15052/c7cb8387-9dd2-4c5b-9ea8-80a8da974b20,J. van Gool,Alternative,Nederlands
Alternate names,1,afc1e0d1-4b1b-5393-959a-09fca9519713,,,,,,,,,https://n2t.net/ark:/15052/c7cb8387-9dd2-4c5b-9ea8-80a8da974b20,A. van Gool,Alternative,Nederlands
Actors,0,b1b6d576-027f-5fb3-9ec0-99bcb34bf3c1,https://n2t.net/ark:/15052/75e85b8b-872f-42fb-b658-9735fe6e657c,Brabant Cloud ARK Identifier,Antonius,Frater Antonius,,,Primary,Nederlands,,,,
Actors,0,b1c6d4da-e50f-5b83-acbc-d74c772fc38d,https://n2t.net/ark:/15052/d9951f2e-3561-41d8-b467-3f27f2a05435,Brabant Cloud ARK Identifier,Hubertus Adrianus Pothoven,"['Bart Pothoven', 'H.A. Pothoven', 'B. Pothoven']",https://www.wikidata.org/entity/Q21115451,Wikidata,Primary,Nederlands,,,,
Alternate names,1,b1c6d4da-e50f-5b83-acbc-d74c772fc38d,,,,,,,,,https://n2t.net/ark:/15052/d9951f2e-3561-41d8-b467-3f27f2a05435,Bart Pothoven,Alternative,Nederlands
Alternate names,1,b1c6d4da-e50f-5b83-acbc-d74c772fc38d,,,,,,,,,https://n2t.net/ark:/15052/d9951f2e-3561-41d8-b467-3f27f2a05435,H.A. Pothoven,Alternative,Nederlands
Alternate names,1,b1c6d4da-e50f-5b83-acbc-d74c772fc38d,,,,,,,,,https://n2t.net/ark:/15052/d9951f2e-3561-41d8-b467-3f27f2a05435,B. Pothoven,Alternative,Nederlands
Actors,0,b3479456-ddcf-534a-b800-fe5cd1a8eb55,https://n2t.net/ark:/15052/ab196c00-367c-4323-b9ec-8d7b310a66f4,Brabant Cloud ARK Identifier,W.Th. van Aalst,"['Wilhelmus Theodorus van Aalst', 'Aalst, W.Th. van', 'W. van Aalst']",https://www.wikidata.org/entity/Q26271718,Wikidata,Primary,Nederlands,,,,
Alternate names,1,b3479456-ddcf-534a-b800-fe5cd1a8eb55,,,,,,,,,https://n2t.net/ark:/15052/ab196c00-367c-4323-b9ec-8d7b310a66f4,Wilhelmus Theodorus van Aalst,Alternative,Nederlands
Alternate names,1,b3479456-ddcf-534a-b800-fe5cd1a8eb55,,,,,,,,,https://n2t.net/ark:/15052/ab196c00-367c-4323-b9ec-8d7b310a66f4,"Aalst, W.Th. van",Alternative,Nederlands
Alternate names,1,b3479456-ddcf-534a-b800-fe5cd1a8eb55,,,,,,,,,https://n2t.net/ark:/15052/ab196c00-367c-4323-b9ec-8d7b310a66f4,W. van Aalst,Alternative,Nederlands
Actors,0,b4492277-13ef-57b9-9b5b-0e5b642d287e,https://n2t.net/ark:/15052/071255b0-7706-4bca-ae30-6eefc521372f,Brabant Cloud ARK Identifier,H. Vroonland,,,,Primary,Nederlands,,,,
Actors,0,b44c86d8-6cf8-5424-9096-9b37c08bd514,https://n2t.net/ark:/15052/ad803756-c8c5-43f4-ae79-1cf70893aea1,Brabant Cloud ARK Identifier,Hendricus van de Mortel,"['V. van Deurne', 'H. van de Mortel', 'Valenus van Deurne', 'Broeder Valenus van Deurne']",,,Primary,Nederlands,,,,
Alternate names,1,b44c86d8-6cf8-5424-9096-9b37c08bd514,,,,,,,,,https://n2t.net/ark:/15052/ad803756-c8c5-43f4-ae79-1cf70893aea1,V. van Deurne,Alternative,Nederlands
Alternate names,1,b44c86d8-6cf8-5424-9096-9b37c08bd514,,,,,,,,,https://n2t.net/ark:/15052/ad803756-c8c5-43f4-ae79-1cf70893aea1,H. van de Mortel,Alternative,Nederlands
Alternate names,1,b44c86d8-6cf8-5424-9096-9b37c08bd514,,,,,,,,,https://n2t.net/ark:/15052/ad803756-c8c5-43f4-ae79-1cf70893aea1,Valenus van Deurne,Alternative,Nederlands
Alternate names,1,b44c86d8-6cf8-5424-9096-9b37c08bd514,,,,,,,,,https://n2t.net/ark:/15052/ad803756-c8c5-43f4-ae79-1cf70893aea1,Broeder Valenus van Deurne,Alternative,Nederlands
Actors,0,b48d590d-4d46-5d9c-ba35-ca4a57e0ada8,https://n2t.net/ark:/15052/be6dc1db-976d-49c2-985c-bbf4d7d68510,Brabant Cloud ARK Identifier,Jan Strik,J. Strik,https://www.wikidata.org/entity/Q2453775,Wikidata,Primary,Nederlands,,,,
Actors,0,b4d30aad-441c-5caf-ad74-e6d87d99920a,https://n2t.net/ark:/15052/4054bbe2-409a-4067-a35b-6eace01bf754,Brabant Cloud ARK Identifier,A.J.M. Rats,,,,Primary,Nederlands,,,,
Actors,0,b53b9e4f-25f6-50a6-ac10-a26b82abaa6f,https://n2t.net/ark:/15052/03e10a17-2f53-4a09-a3a6-acdd72303976,Brabant Cloud ARK Identifier,Schrakamp,,,,Primary,Nederlands,,,,
Actors,0,b555af9f-02c5-5b1e-a76e-d79b2be1ca1b,https://n2t.net/ark:/15052/19b69fa3-8abf-4159-a13a-ff714b27f07f,Brabant Cloud ARK Identifier,Jezus Christus,Jezus van Nazareth,https://www.wikidata.org/entity/Q302,Wikidata,Primary,Nederlands,,,,
Actors,0,b614bb76-9f8a-536c-872f-107ea56b96bf,https://n2t.net/ark:/15052/7ac3d280-cab9-4658-9283-b25dd5532a93,Brabant Cloud ARK Identifier,G. Deur,,,,Primary,Nederlands,,,,
Actors,0,b7251b2e-cb6b-5a9b-97cf-ec995964a563,https://n2t.net/ark:/15052/d3cfdd31-ecef-431d-ab1f-0d6868d3acd2,Brabant Cloud ARK Identifier,J. Knoers,,,,Primary,Nederlands,,,,
Actors,0,b7d45a5a-66f7-5af6-a0b6-b2668c4c0b5f,https://n2t.net/ark:/15052/2590a254-7138-4c3f-840f-2f55d706dee4,Brabant Cloud ARK Identifier,H.L. Mens,,,,Primary,Nederlands,,,,
Actors,0,b821df3c-d6fc-508f-ae55-309f6083a552,https://n2t.net/ark:/15052/546173e0-3d10-4a5c-9700-5aa0e737247c,Brabant Cloud ARK Identifier,W. Bouman,,,,Primary,Nederlands,,,,
Actors,0,b89c5266-d146-5804-8de5-6d31ba3f4457,https://n2t.net/ark:/15052/64cedd9a-11c8-4047-9804-f4fc077e6f97,Brabant Cloud ARK Identifier,A. van de Vijvere,,,,Primary,Nederlands,,,,
Actors,0,b8b0613c-3c71-5fbb-ae0b-8537b0cb276f,https://n2t.net/ark:/15052/276fdc0b-2d9b-481e-bf89-3b8add4ade59,Brabant Cloud ARK Identifier,Koningin van de Vrede,"['Maria Koningin van de Vrede', 'Onze-Lieve-Vrouw Koningin van de Vrede', 'Onze-Lieve-Vrouw van Vrede', 'Onze-Lieve-Vrouwe van de Vrede', 'Regina pacis']",https://www.wikidata.org/entity/Q19001811,Wikidata,Primary,Nederlands,,,,
Alternate names,1,b8b0613c-3c71-5fbb-ae0b-8537b0cb276f,,,,,,,,,https://n2t.net/ark:/15052/276fdc0b-2d9b-481e-bf89-3b8add4ade59,Maria Koningin van de Vrede,Alternative,Nederlands
Alternate names,1,b8b0613c-3c71-5fbb-ae0b-8537b0cb276f,,,,,,,,,https://n2t.net/ark:/15052/276fdc0b-2d9b-481e-bf89-3b8add4ade59,Onze-Lieve-Vrouw Koningin van de Vrede,Alternative,Nederlands
Alternate names,1,b8b0613c-3c71-5fbb-ae0b-8537b0cb276f,,,,,,,,,https://n2t.net/ark:/15052/276fdc0b-2d9b-481e-bf89-3b8add4ade59,Onze-Lieve-Vrouw van Vrede,Alternative,Nederlands
Alternate names,1,b8b0613c-3c71-5fbb-ae0b-8537b0cb276f,,,,,,,,,https://n2t.net/ark:/15052/276fdc0b-2d9b-481e-bf89-3b8add4ade59,Onze-Lieve-Vrouwe van de Vrede,Alternative,Nederlands
Alternate names,1,b8b0613c-3c71-5fbb-ae0b-8537b0cb276f,,,,,,,,,https://n2t.net/ark:/15052/276fdc0b-2d9b-481e-bf89-3b8add4ade59,Regina pacis,Alternative,Nederlands
Actors,0,b8ec443e-c149-531e-931c-414d0b489e74,https://n2t.net/ark:/15052/1c929bd7-0b87-4dec-84e8-2a5406ac1545,Brabant Cloud ARK Identifier,Heilige Geest,God de Heilige Geest,https://www.wikidata.org/entity/Q58646537,Wikidata,Primary,Nederlands,,,,
Actors,0,b90766b5-160f-5fd5-9081-d2a339c7c3e7,https://n2t.net/ark:/15052/e849e4f1-fdd0-47f2-81d6-dc8c7b7a0263,Brabant Cloud ARK Identifier,Remigius van Reims,"['St. Remigius', 'Sint Remigius', 'Sint-Remigius']",https://www.wikidata.org/entity/Q367208,Wikidata,Primary,Nederlands,,,,
Alternate names,1,b90766b5-160f-5fd5-9081-d2a339c7c3e7,,,,,,,,,https://n2t.net/ark:/15052/e849e4f1-fdd0-47f2-81d6-dc8c7b7a0263,St. Remigius,Alternative,Nederlands
Alternate names,1,b90766b5-160f-5fd5-9081-d2a339c7c3e7,,,,,,,,,https://n2t.net/ark:/15052/e849e4f1-fdd0-47f2-81d6-dc8c7b7a0263,Sint Remigius,Alternative,Nederlands
