card,card_order,ResourceID,identifier_content,identifier_type,name_givenname,alt_names,other_identifier_content,other_identifier_type,name_type,name_language,id,alternative_name_content,alternative_name_content_type,alternative_name_content_language
Alternate names,1,79334129-248c-5e5b-a26a-8056f430667f,,,,,,,,,https://n2t.net/ark:/15052/57156551-4678-454f-9079-2e5774b697f3,Onze-Lieve-Vrouw der Zeven Weeën,Alternative,Nederlands
Alternate names,1,79334129-248c-5e5b-a26a-8056f430667f,,,,,,,,,https://n2t.net/ark:/15052/57156551-4678-454f-9079-2e5774b697f3,Onze-Lieve-Vrouw van 7 Weeën,Alternative,Nederlands
Alternate names,1,79334129-248c-5e5b-a26a-8056f430667f,,,,,,,,,https://n2t.net/ark:/15052/57156551-4678-454f-9079-2e5774b697f3,OLV van Zeven Smarten,Alternative,Nederlands
Alternate names,1,79334129-248c-5e5b-a26a-8056f430667f,,,,,,,,,https://n2t.net/ark:/15052/57156551-4678-454f-9079-2e5774b697f3,Onze-Lieve-Vrouw van Zeven Smarten,Alternative,Nederlands
Actors,0,7951cf2b-9003-5214-813d-3b3173bc20bc,https://n2t.net/ark:/15052/4e089ace-26ef-4b52-a294-73e47cc82e17,Brabant Cloud ARK Identifier,P. Blomjous,,,,Primary,Nederlands,,,,
Actors,0,7997bc44-7061-5739-aeaf-cfe0f22fde40,https://n2t.net/ark:/15052/bd7c2bdb-4cc3-4053-ae3d-620a73fd86e9,Brabant Cloud ARK Identifier,Jakobus Cornelis van Buijtenen,"['Jakobus van Buijtenen', 'J.C. van Buijtenen', 'J. van Buytenen', 'J. van Buijtenen', 'ir. J.C. van Buijtenen', 'J.C. van Buytenen', 'ir. Jacobus Cornelis Buijtenen']",http://www.wikidata.org/entity/Q15876842,Wikidata,Primary,Nederlands,,,,
Alternate names,1,7997bc44-7061-5739-aeaf-cfe0f22fde40,,,,,,,,,https://n2t.net/ark:/15052/bd7c2bdb-4cc3-4053-ae3d-620a73fd86e9,Jakobus van Buijtenen,Alternative,Nederlands
Alternate names,1,7997bc44-7061-5739-aeaf-cfe0f22fde40,,,,,,,,,https://n2t.net/ark:/15052/bd7c2bdb-4cc3-4053-ae3d-620a73fd86e9,J.C. van Buijtenen,Alternative,Nederlands
Alternate names,1,7997bc44-7061-5739-aeaf-cfe0f22fde40,,,,,,,,,https://n2t.net/ark:/15052/bd7c2bdb-4cc3-4053-ae3d-620a73fd86e9,J. van Buytenen,Alternative,Nederlands
Alternate names,1,7997bc44-7061-5739-aeaf-cfe0f22fde40,,,,,,,,,https://n2t.net/ark:/15052/bd7c2bdb-4cc3-4053-ae3d-620a73fd86e9,J. van Buijtenen,Alternative,Nederlands
Alternate names,1,7997bc44-7061-5739-aeaf-cfe0f22fde40,,,,,,,,,https://n2t.net/ark:/15052/bd7c2bdb-4cc3-4053-ae3d-620a73fd86e9,ir. J.C. van Buijtenen,Alternative,Nederlands
Alternate names,1,7997bc44-7061-5739-aeaf-cfe0f22fde40,,,,,,,,,https://n2t.net/ark:/15052/bd7c2bdb-4cc3-4053-ae3d-620a73fd86e9,J.C. van Buytenen,Alternative,Nederlands
Alternate names,1,7997bc44-7061-5739-aeaf-cfe0f22fde40,,,,,,,,,https://n2t.net/ark:/15052/bd7c2bdb-4cc3-4053-ae3d-620a73fd86e9,ir. Jacobus Cornelis Buijtenen,Alternative,Nederlands
Actors,0,7a07c1bf-0829-5580-84da-74e703c82e29,https://n2t.net/ark:/15052/82c5893c-9df6-43de-bef4-545c1bb8795d,Brabant Cloud ARK Identifier,Alphons Siebers,"['Fons Siebers', 'Ir. A. Siebers', 'A. Siebers', 'P.A.M. Siebers', 'Peter Alphonsus Maria Siebers']",https://www.wikidata.org/entity/Q60311953,Wikidata,Primary,Nederlands,,,,
Alternate names,1,7a07c1bf-0829-5580-84da-74e703c82e29,,,,,,,,,https://n2t.net/ark:/15052/82c5893c-9df6-43de-bef4-545c1bb8795d,Fons Siebers,Alternative,Nederlands
Alternate names,1,7a07c1bf-0829-5580-84da-74e703c82e29,,,,,,,,,https://n2t.net/ark:/15052/82c5893c-9df6-43de-bef4-545c1bb8795d,Ir. A. Siebers,Alternative,Nederlands
Alternate names,1,7a07c1bf-0829-5580-84da-74e703c82e29,,,,,,,,,https://n2t.net/ark:/15052/82c5893c-9df6-43de-bef4-545c1bb8795d,A. Siebers,Alternative,Nederlands
Alternate names,1,7a07c1bf-0829-5580-84da-74e703c82e29,,,,,,,,,https://n2t.net/ark:/15052/82c5893c-9df6-43de-bef4-545c1bb8795d,P.A.M. Siebers,Alternative,Nederlands
Alternate names,1,7a07c1bf-0829-5580-84da-74e703c82e29,,,,,,,,,https://n2t.net/ark:/15052/82c5893c-9df6-43de-bef4-545c1bb8795d,Peter Alphonsus Maria Siebers,Alternative,Nederlands
Actors,0,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,Brabant Cloud ARK Identifier,Theresia van Lisieux,"['Sint-Theresia van Lisieux', 'Teresia van Lisieux', 'Sint-Theresia van het kind Jezus', 'St. Theresia van Lisieux', 'Theresia van het kind Jezus', 'Sint Theresia van Lisieux', 'Kleine Theresia', 'Heilige Theresia van het Kind Jezus', 'Heilige Theresia van het Kind Jesus', 'Theresia van het Kind Jezus en het Heilig Aanschijn', 'H. Theresia van het Kind Jezus']",https://www.wikidata.org/entity/Q181715,Wikidata,Primary,Nederlands,,,,
Alternate names,1,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,,,,,,,,,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,Sint-Theresia van Lisieux,Alternative,Nederlands
Alternate names,1,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,,,,,,,,,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,Teresia van Lisieux,Alternative,Nederlands
Alternate names,1,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,,,,,,,,,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,Sint-Theresia van het kind Jezus,Alternative,Nederlands
Alternate names,1,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,,,,,,,,,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,St. Theresia van Lisieux,Alternative,Nederlands
Alternate names,1,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,,,,,,,,,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,Theresia van het kind Jezus,Alternative,Nederlands
Alternate names,1,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,,,,,,,,,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,Sint Theresia van Lisieux,Alternative,Nederlands
Alternate names,1,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,,,,,,,,,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,Kleine Theresia,Alternative,Nederlands
Alternate names,1,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,,,,,,,,,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,Heilige Theresia van het Kind Jezus,Alternative,Nederlands
Alternate names,1,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,,,,,,,,,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,Heilige Theresia van het Kind Jesus,Alternative,Nederlands
Alternate names,1,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,,,,,,,,,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,Theresia van het Kind Jezus en het Heilig Aanschijn,Alternative,Nederlands
Alternate names,1,7b2f689c-00ef-5ce8-835c-fa4813e2d3f3,,,,,,,,,https://n2t.net/ark:/15052/8149164b-f7d3-44be-813f-7865b2fa6d98,H. Theresia van het Kind Jezus,Alternative,Nederlands
Actors,0,7e1c8e4c-7223-56b1-b6a3-5d72e9c47e37,https://n2t.net/ark:/15052/5856e5ae-84d1-44cb-93d2-e383522bb42f,Brabant Cloud ARK Identifier,Adriaan Goyarts,"['Adriaan Goijaerts', 'A. Goijaerts', 'A. Goyarts']",https://www.wikidata.org/entity/Q2399081,Wikidata,Primary,Nederlands,,,,
Alternate names,1,7e1c8e4c-7223-56b1-b6a3-5d72e9c47e37,,,,,,,,,https://n2t.net/ark:/15052/5856e5ae-84d1-44cb-93d2-e383522bb42f,Adriaan Goijaerts,Alternative,Nederlands
Alternate names,1,7e1c8e4c-7223-56b1-b6a3-5d72e9c47e37,,,,,,,,,https://n2t.net/ark:/15052/5856e5ae-84d1-44cb-93d2-e383522bb42f,A. Goijaerts,Alternative,Nederlands
Alternate names,1,7e1c8e4c-7223-56b1-b6a3-5d72e9c47e37,,,,,,,,,https://n2t.net/ark:/15052/5856e5ae-84d1-44cb-93d2-e383522bb42f,A. Goyarts,Alternative,Nederlands
Actors,0,7f3dd8e9-6d28-5fcb-8b9f-2efe51c91e74,https://n2t.net/ark:/15052/f4ac766d-96f5-4811-8691-dcdfe197efcd,Brabant Cloud ARK Identifier,A. Crols,,,,Primary,Nederlands,,,,
Actors,0,80895ff3-c0ba-521f-9dab-0c399a30f13a,https://n2t.net/ark:/15052/b15d60fd-7b64-4d1f-8670-472c95c08f89,Brabant Cloud ARK Identifier,A.J.N. Boosten,,,,Primary,Nederlands,,,,
Actors,0,8100dc38-d98d-5f2f-a7a2-6267dda606e2,https://n2t.net/ark:/15052/651135d5-575a-4dd3-bd17-f08dec607951,Brabant Cloud ARK Identifier,B. Clement,,,,Primary,Nederlands,,,,
Actors,0,82e78943-60f0-51f5-a0cb-5ec99e2790c1,https://n2t.net/ark:/15052/6d1d7d25-b1be-4684-abfc-d2050f1caad6,Brabant Cloud ARK Identifier,Bernardus Petrus Joannes Oomen,"['B. Oomen', 'B.P.J. Oomen', 'Bernard Oomen', 'Bernhard Oomen', 'Bernardus Petrus Johannes Oomen']",,,Primary,Nederlands,,,,
Alternate names,1,82e78943-60f0-51f5-a0cb-5ec99e2790c1,,,,,,,,,https://n2t.net/ark:/15052/6d1d7d25-b1be-4684-abfc-d2050f1caad6,B. Oomen,Alternative,Nederlands
Alternate names,1,82e78943-60f0-51f5-a0cb-5ec99e2790c1,,,,,,,,,https://n2t.net/ark:/15052/6d1d7d25-b1be-4684-abfc-d2050f1caad6,B.P.J. Oomen,Alternative,Nederlands
Alternate names,1,82e78943-60f0-51f5-a0cb-5ec99e2790c1,,,,,,,,,https://n2t.net/ark:/15052/6d1d7d25-b1be-4684-abfc-d2050f1caad6,Bernard Oomen,Alternative,Nederlands
Alternate names,1,82e78943-60f0-51f5-a0cb-5ec99e2790c1,,,,,,,,,https://n2t.net/ark:/15052/6d1d7d25-b1be-4684-abfc-d2050f1caad6,Bernhard Oomen,Alternative,Nederlands
Alternate names,1,82e78943-60f0-51f5-a0cb-5ec99e2790c1,,,,,,,,,https://n2t.net/ark:/15052/6d1d7d25-b1be-4684-abfc-d2050f1caad6,Bernardus Petrus Johannes Oomen,Alternative,Nederlands
Actors,0,830488ee-d21f-5392-b90d-59f05b19a2f6,https://n2t.net/ark:/15052/1cd4697d-e452-40d5-a87a-7ad1953551bc,Brabant Cloud ARK Identifier,Jan van Esch,,,,Primary,Nederlands,,,,
Actors,0,830a0c28-aa47-5316-8ad2-d27ebb478a1c,https://n2t.net/ark:/15052/bf84d691-f4ac-4e13-97e3-d2a0396a4f09,Brabant Cloud ARK Identifier,J.P.I. Hegener,,,,Primary,Nederlands,,,,
Actors,0,839da225-338a-5058-ad46-87c69a5da819,https://n2t.net/ark:/15052/fb7c15d0-d9e7-480a-877f-307c1474317b,Brabant Cloud ARK Identifier,Bernardus van Clairvaux,"['Sint-Bernardus', 'Bernard van Clairvaux', 'Sint Bernardus']",https://www.wikidata.org/entity/Q188411,Wikidata,Primary,Nederlands,,,,
Alternate names,1,839da225-338a-5058-ad46-87c69a5da819,,,,,,,,,https://n2t.net/ark:/15052/fb7c15d0-d9e7-480a-877f-307c1474317b,Sint-Bernardus,Alternative,Nederlands
Alternate names,1,839da225-338a-5058-ad46-87c69a5da819,,,,,,,,,https://n2t.net/ark:/15052/fb7c15d0-d9e7-480a-877f-307c1474317b,Bernard van Clairvaux,Alternative,Nederlands
Alternate names,1,839da225-338a-5058-ad46-87c69a5da819,,,,,,,,,https://n2t.net/ark:/15052/fb7c15d0-d9e7-480a-877f-307c1474317b,Sint Bernardus,Alternative,Nederlands
Actors,0,83a8aaf1-3f90-5d81-b729-1e045a559538,https://n2t.net/ark:/15052/faf4d3c1-26d9-4d47-8a23-06be68487a40,Brabant Cloud ARK Identifier,Jos Duynstee,J.J. Duynstee,http://www.wikidata.org/entity/Q55844896,Wikidata,Primary,Nederlands,,,,
Actors,0,83e237d4-d05e-50f9-bfcb-83a52bbf972e,https://n2t.net/ark:/15052/8fbf4415-1dcb-4d6b-adf0-f9f36d571b68,Brabant Cloud ARK Identifier,F. Lambriex,,,,Primary,Nederlands,,,,
Actors,0,843d90e9-89ab-56e3-a5e3-8e9753419cb3,https://n2t.net/ark:/15052/af93588c-7e8d-4996-b56e-ad370de44992,Brabant Cloud ARK Identifier,W. van Waarden,,,,Primary,Nederlands,,,,
Actors,0,848b4370-e82a-5d32-a0b0-86ba23219e1d,https://n2t.net/ark:/15052/1115bea4-a686-49b4-ad26-5320bffe0125,Brabant Cloud ARK Identifier,"Architectenbureau Hurks, Sadee en Van Keep",,,,Primary,Nederlands,,,,
Actors,0,84eb9823-5dca-5a0b-b5f7-340c9c7c9db6,https://n2t.net/ark:/15052/d6649c84-e813-4d48-bb4b-c8e8b675778b,Brabant Cloud ARK Identifier,Oda van Brabant,"['Sint-Oda', 'Sint Oda', 'De heilige Oda']",https://www.wikidata.org/entity/Q1396397,Wikidata,Primary,Nederlands,,,,
Alternate names,1,84eb9823-5dca-5a0b-b5f7-340c9c7c9db6,,,,,,,,,https://n2t.net/ark:/15052/d6649c84-e813-4d48-bb4b-c8e8b675778b,Sint-Oda,Alternative,Nederlands
Alternate names,1,84eb9823-5dca-5a0b-b5f7-340c9c7c9db6,,,,,,,,,https://n2t.net/ark:/15052/d6649c84-e813-4d48-bb4b-c8e8b675778b,Sint Oda,Alternative,Nederlands
Alternate names,1,84eb9823-5dca-5a0b-b5f7-340c9c7c9db6,,,,,,,,,https://n2t.net/ark:/15052/d6649c84-e813-4d48-bb4b-c8e8b675778b,De heilige Oda,Alternative,Nederlands
Actors,0,855c7185-a762-58ff-b0f0-30e84e904527,https://n2t.net/ark:/15052/8b4d15a0-eed3-479b-8f55-650e786ab6ab,Brabant Cloud ARK Identifier,Angela Merici,,,,Primary,Nederlands,,,,
Actors,0,872d540a-5971-594e-a6fe-45d67b97d83a,https://n2t.net/ark:/15052/ce8a9d36-e336-4b8d-90a7-7f582fea3db5,Brabant Cloud ARK Identifier,Jos Ritzen,J. Ritzen,http://www.wikidata.org/entity/Q29415105,Wikidata,Primary,Nederlands,,,,
Actors,0,8755999c-d760-5468-a239-a40f777836e4,https://n2t.net/ark:/15052/aa54c39e-dea1-4886-860a-fbbcf849d21d,Brabant Cloud ARK Identifier,Ignatius van Loyola,,https://www.wikidata.org/entity/Q44281,Wikidata,Primary,Nederlands,,,,
Actors,0,88ba5409-6a05-5791-99e7-303c20fd5a3a,https://n2t.net/ark:/15052/e60c71ca-bd19-468e-93b1-55673c2509ed,Brabant Cloud ARK Identifier,Gerry Versteegh,G. Versteegh,,,Primary,Nederlands,,,,
Actors,0,8bceaca4-d966-5719-9d21-0be21ab52d43,https://n2t.net/ark:/15052/034b44a6-afd8-44e4-9406-024adb718f0f,Brabant Cloud ARK Identifier,Antoon van Stokkum,,,,Primary,Nederlands,,,,
Actors,0,8cf3dcd2-2260-5964-8b46-c547083491e6,https://n2t.net/ark:/15052/a81b31ba-f23e-4815-8a52-fc09ecc26ab7,Brabant Cloud ARK Identifier,Architectenbureau Key,"['Architectenbureau Key', 'Architectenbureau Keij', 'Key', 'Keij']",,,Primary,Nederlands,,,,
Alternate names,1,8cf3dcd2-2260-5964-8b46-c547083491e6,,,,,,,,,https://n2t.net/ark:/15052/a81b31ba-f23e-4815-8a52-fc09ecc26ab7,Architectenbureau Key,Alternative,Nederlands
Alternate names,1,8cf3dcd2-2260-5964-8b46-c547083491e6,,,,,,,,,https://n2t.net/ark:/15052/a81b31ba-f23e-4815-8a52-fc09ecc26ab7,Architectenbureau Keij,Alternative,Nederlands
Alternate names,1,8cf3dcd2-2260-5964-8b46-c547083491e6,,,,,,,,,https://n2t.net/ark:/15052/a81b31ba-f23e-4815-8a52-fc09ecc26ab7,Key,Alternative,Nederlands
Alternate names,1,8cf3dcd2-2260-5964-8b46-c547083491e6,,,,,,,,,https://n2t.net/ark:/15052/a81b31ba-f23e-4815-8a52-fc09ecc26ab7,Keij,Alternative,Nederlands
Actors,0,8dd2be77-e11a-5671-b0cf-ce218f6286bf,https://n2t.net/ark:/15052/c3718b96-571c-423b-9efb-f17c0f4e6ed7,Brabant Cloud ARK Identifier,J.A. Vriens,,,,Primary,Nederlands,,,,
Actors,0,8df03f12-ecc9-5b5d-88a4-2b84aeb2d6a5,https://n2t.net/ark:/15052/8f7ac7d3-b4a6-4b88-a10a-9733f3ceb140,Brabant Cloud ARK Identifier,Gerard Geenen,Gerardus Geenen,,,Primary,Nederlands,,,,
Actors,0,8e51edd9-92b5-5ac5-95e5-8ab8297ec0fe,https://n2t.net/ark:/15052/1b88d55f-0990-46fc-9b0b-75d8469789a3,Brabant Cloud ARK Identifier,P. van den Donk,Petrus Antonius Johannes Emile van den Donk,,,Primary,Nederlands,,,,
Actors,0,8e74b1de-8d6c-5d19-ae23-34890e29eb96,https://n2t.net/ark:/15052/7a0123a4-9328-46b3-98a3-acdadc9ebda7,Brabant Cloud ARK Identifier,Constantius Johan Willem Panis,"['C. Panis', 'C. J. W. Panis', 'Constant Panis']",http://www.wikidata.org/entity/Q85173795,Wikidata,Primary,Nederlands,,,,
Alternate names,1,8e74b1de-8d6c-5d19-ae23-34890e29eb96,,,,,,,,,https://n2t.net/ark:/15052/7a0123a4-9328-46b3-98a3-acdadc9ebda7,C. Panis,Alternative,Nederlands
Alternate names,1,8e74b1de-8d6c-5d19-ae23-34890e29eb96,,,,,,,,,https://n2t.net/ark:/15052/7a0123a4-9328-46b3-98a3-acdadc9ebda7,C. J. W. Panis,Alternative,Nederlands
Alternate names,1,8e74b1de-8d6c-5d19-ae23-34890e29eb96,,,,,,,,,https://n2t.net/ark:/15052/7a0123a4-9328-46b3-98a3-acdadc9ebda7,Constant Panis,Alternative,Nederlands
Actors,0,8eed8d2a-8f42-5d98-8984-58d5f2402670,https://n2t.net/ark:/15052/6df45708-fe4e-419a-adcf-acbb83e0dc34,Brabant Cloud ARK Identifier,Madulf-Hubert,,,,Primary,Nederlands,,,,
Actors,0,8faa4c48-fbc0-5806-b1cb-578fc149d949,https://n2t.net/ark:/15052/627b6e39-98f9-49fb-8408-dbe1cfd08bc0,Brabant Cloud ARK Identifier,Th. N. Kennis,,,,Primary,Nederlands,,,,
Actors,0,8fd93c3b-fb04-529c-9674-46e92de0e539,https://n2t.net/ark:/15052/f482dce5-9d2c-4b9b-b722-01caa1be7377,Brabant Cloud ARK Identifier,Jan Remmers,J. Remmers,,,Primary,Nederlands,,,,
Actors,0,92857d9f-9235-5c51-b920-ffa141cb8f29,https://n2t.net/ark:/15052/98ce6b17-2866-4c10-9ebe-caa96f96dd8a,Brabant Cloud ARK Identifier,A. Vermeulen,,,,Primary,Nederlands,,,,
Actors,0,92c044e7-a227-5062-8ead-e6e218d297f0,https://n2t.net/ark:/15052/3f034ae5-3e3e-46e1-b84e-855d15bba015,Brabant Cloud ARK Identifier,Leo Goyaerts,"['Leo Goijaerts', 'Leo Goyarts', 'L. Goijaerts', 'L. Goyarts']",,,Primary,Nederlands,,,,
Alternate names,1,92c044e7-a227-5062-8ead-e6e218d297f0,,,,,,,,,https://n2t.net/ark:/15052/3f034ae5-3e3e-46e1-b84e-855d15bba015,Leo Goijaerts,Alternative,Nederlands
Alternate names,1,92c044e7-a227-5062-8ead-e6e218d297f0,,,,,,,,,https://n2t.net/ark:/15052/3f034ae5-3e3e-46e1-b84e-855d15bba015,Leo Goyarts,Alternative,Nederlands
Alternate names,1,92c044e7-a227-5062-8ead-e6e218d297f0,,,,,,,,,https://n2t.net/ark:/15052/3f034ae5-3e3e-46e1-b84e-855d15bba015,L. Goijaerts,Alternative,Nederlands
Alternate names,1,92c044e7-a227-5062-8ead-e6e218d297f0,,,,,,,,,https://n2t.net/ark:/15052/3f034ae5-3e3e-46e1-b84e-855d15bba015,L. Goyarts,Alternative,Nederlands
Actors,0,93216d12-35d6-5cc5-b84a-cb5fc5f68607,https://n2t.net/ark:/15052/95b1d277-269c-40b1-bcac-f597794f9082,Brabant Cloud ARK Identifier,Everardus Witte,"['’t Bruurke van Megen', 'Het Heilig Bruurke', 'Jan Witte']",https://www.wikidata.org/entity/Q2126895,Wikidata,Primary,Nederlands,,,,
Alternate names,1,93216d12-35d6-5cc5-b84a-cb5fc5f68607,,,,,,,,,https://n2t.net/ark:/15052/95b1d277-269c-40b1-bcac-f597794f9082,’t Bruurke van Megen,Alternative,Nederlands
Alternate names,1,93216d12-35d6-5cc5-b84a-cb5fc5f68607,,,,,,,,,https://n2t.net/ark:/15052/95b1d277-269c-40b1-bcac-f597794f9082,Het Heilig Bruurke,Alternative,Nederlands
Alternate names,1,93216d12-35d6-5cc5-b84a-cb5fc5f68607,,,,,,,,,https://n2t.net/ark:/15052/95b1d277-269c-40b1-bcac-f597794f9082,Jan Witte,Alternative,Nederlands
Actors,0,951f9bb3-85ec-5e80-9f32-5ec1810496d9,https://n2t.net/ark:/15052/0accb5dc-e441-4821-84a2-a4ad0cad1644,Brabant Cloud ARK Identifier,Paul Vilain,P. Vilain,http://www.wikidata.org/entity/Q20882319,Wikidata,Primary,Nederlands,,,,
Actors,0,979909d2-7022-52ca-a690-4336a2ece4ad,https://n2t.net/ark:/15052/4ca157af-4b8d-4046-a10b-575337d55dcb,Brabant Cloud ARK Identifier,J.A.L. van Poppel,,,,Primary,Nederlands,,,,
Actors,0,998f3f2d-75a2-5153-9704-dcae42cedbc5,https://n2t.net/ark:/15052/1bacc99f-1cca-4b8c-96a3-e6cf9ce59fba,Brabant Cloud ARK Identifier,Martinus van Beek,"['Martinus Hendrikus Josephus van Beek', 'M.H.J. van Beek', 'M. van Beek']",https://www.wikidata.org/entity/Q22350528,Wikidata,Primary,Nederlands,,,,
Alternate names,1,998f3f2d-75a2-5153-9704-dcae42cedbc5,,,,,,,,,https://n2t.net/ark:/15052/1bacc99f-1cca-4b8c-96a3-e6cf9ce59fba,Martinus Hendrikus Josephus van Beek,Alternative,Nederlands
Alternate names,1,998f3f2d-75a2-5153-9704-dcae42cedbc5,,,,,,,,,https://n2t.net/ark:/15052/1bacc99f-1cca-4b8c-96a3-e6cf9ce59fba,M.H.J. van Beek,Alternative,Nederlands
Alternate names,1,998f3f2d-75a2-5153-9704-dcae42cedbc5,,,,,,,,,https://n2t.net/ark:/15052/1bacc99f-1cca-4b8c-96a3-e6cf9ce59fba,M. van Beek,Alternative,Nederlands
Actors,0,9a227490-315e-5266-a7b0-abe367dbdaba,https://n2t.net/ark:/15052/f0ecb253-15df-4c38-97e9-1ff9719b5e59,Brabant Cloud ARK Identifier,Jos Donders,"['J.J. Donders', 'J. Donders', 'Josephus Jacobus Donders', 'Sjef Donders']",https://www.wikidata.org/entity/Q51522348,Wikidata,Primary,Nederlands,,,,
Alternate names,1,9a227490-315e-5266-a7b0-abe367dbdaba,,,,,,,,,https://n2t.net/ark:/15052/f0ecb253-15df-4c38-97e9-1ff9719b5e59,J.J. Donders,Alternative,Nederlands
Alternate names,1,9a227490-315e-5266-a7b0-abe367dbdaba,,,,,,,,,https://n2t.net/ark:/15052/f0ecb253-15df-4c38-97e9-1ff9719b5e59,J. Donders,Alternative,Nederlands
Alternate names,1,9a227490-315e-5266-a7b0-abe367dbdaba,,,,,,,,,https://n2t.net/ark:/15052/f0ecb253-15df-4c38-97e9-1ff9719b5e59,Josephus Jacobus Donders,Alternative,Nederlands
Alternate names,1,9a227490-315e-5266-a7b0-abe367dbdaba,,,,,,,,,https://n2t.net/ark:/15052/f0ecb253-15df-4c38-97e9-1ff9719b5e59,Sjef Donders,Alternative,Nederlands
Actors,0,9a3ed96c-07f7-5240-b32c-cd617db961bf,https://n2t.net/ark:/15052/ab567f10-c0ec-4f5c-8d59-1a9b5b98891c,Brabant Cloud ARK Identifier,Onze Lieve Vrouw van Lourdes,"['OLV van Lourdes', 'O.L.V. van Lourdes', 'Onze-Lieve-Vrouw van Lourdes']",https://www.wikidata.org/entity/Q21532387,Wikidata,Primary,Nederlands,,,,
Alternate names,1,9a3ed96c-07f7-5240-b32c-cd617db961bf,,,,,,,,,https://n2t.net/ark:/15052/ab567f10-c0ec-4f5c-8d59-1a9b5b98891c,OLV van Lourdes,Alternative,Nederlands
Alternate names,1,9a3ed96c-07f7-5240-b32c-cd617db961bf,,,,,,,,,https://n2t.net/ark:/15052/ab567f10-c0ec-4f5c-8d59-1a9b5b98891c,O.L.V. van Lourdes,Alternative,Nederlands
Alternate names,1,9a3ed96c-07f7-5240-b32c-cd617db961bf,,,,,,,,,https://n2t.net/ark:/15052/ab567f10-c0ec-4f5c-8d59-1a9b5b98891c,Onze-Lieve-Vrouw van Lourdes,Alternative,Nederlands
Actors,0,9b28e0f8-d28c-5782-b2c5-ea7a68454a83,https://n2t.net/ark:/15052/62711f4c-2860-4551-b8c4-5a74413a188e,Brabant Cloud ARK Identifier,C. van Seters,,,,Primary,Nederlands,,,,
Actors,0,9b6648e4-a866-5a40-ad98-679feb4aba63,https://n2t.net/ark:/15052/df9ccb5c-33d9-444e-a84d-6baabf69c1eb,Brabant Cloud ARK Identifier,Johan Berben,"['Johannes Hubertus Berben', 'J.H.J. Berben', 'Joh. H. Berben', 'J.H. Berben', 'J. Berben', 'Jos Berben', 'Johannes Hubertus J. Berben']",https://www.wikidata.org/entity/Q13737661,Wikidata,Primary,Nederlands,,,,
Alternate names,1,9b6648e4-a866-5a40-ad98-679feb4aba63,,,,,,,,,https://n2t.net/ark:/15052/df9ccb5c-33d9-444e-a84d-6baabf69c1eb,Johannes Hubertus Berben,Alternative,Nederlands
Alternate names,1,9b6648e4-a866-5a40-ad98-679feb4aba63,,,,,,,,,https://n2t.net/ark:/15052/df9ccb5c-33d9-444e-a84d-6baabf69c1eb,J.H.J. Berben,Alternative,Nederlands
Alternate names,1,9b6648e4-a866-5a40-ad98-679feb4aba63,,,,,,,,,https://n2t.net/ark:/15052/df9ccb5c-33d9-444e-a84d-6baabf69c1eb,Joh. H. Berben,Alternative,Nederlands
Alternate names,1,9b6648e4-a866-5a40-ad98-679feb4aba63,,,,,,,,,https://n2t.net/ark:/15052/df9ccb5c-33d9-444e-a84d-6baabf69c1eb,J.H. Berben,Alternative,Nederlands
Alternate names,1,9b6648e4-a866-5a40-ad98-679feb4aba63,,,,,,,,,https://n2t.net/ark:/15052/df9ccb5c-33d9-444e-a84d-6baabf69c1eb,J. Berben,Alternative,Nederlands
Alternate names,1,9b6648e4-a866-5a40-ad98-679feb4aba63,,,,,,,,,https://n2t.net/ark:/15052/df9ccb5c-33d9-444e-a84d-6baabf69c1eb,Jos Berben,Alternative,Nederlands
Alternate names,1,9b6648e4-a866-5a40-ad98-679feb4aba63,,,,,,,,,https://n2t.net/ark:/15052/df9ccb5c-33d9-444e-a84d-6baabf69c1eb,Johannes Hubertus J. Berben,Alternative,Nederlands
